output,title,Input
"Von 1921 an wurden reichsweit Polizeischulen und Polizeiberufsschulen eingerichtet. Damit entstand erstmals eine strukturierte, wenn auch weiterhin weitgehend militärisch ausgerichtete Ausbildung. Diese hatte zuvor, wenn überhaupt, meist in den jeweiligen Einheiten für neu eingestellte Polizisten parallel zur Alltagsarbeit stattgefunden. Zunächst waren die Schulen vor allem mit der Nachbildung bereits im Dienst befindlicher Polizisten ausgelastet. 1923 nahm die Höhere Polizeischule Potsdam-Eiche ihren regulären Betrieb zur Ausbildung der Polizeioffiziere auf.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Von 1921 wurden reichsweit Polizeischulen Polizeiberufsschulen eingerichtet', ' Damit entstand erstmals strukturierte, weiterhin weitgehend militärisch ausgerichtete Ausbildung', ' Diese zuvor, überhaupt, meist jeweiligen Einheiten neu eingestellte Polizisten parallel Alltagsarbeit stattgefunden', ' Zunächst Schulen Nachbildung bereits Dienst befindlicher Polizisten ausgelastet', ' 1923 nahm Höhere Polizeischule Potsdam-Eiche regulären Betrieb Ausbildung Polizeioffiziere auf']"
"1927 wurde mit dem Polizeibeamtengesetz die Praxis beendet, nach der Polizisten in der Regel nur für zwölf Jahre als Beamte auf Zeit eingestellt und danach wieder entlassen wurden, falls sie nicht eine der wenigen langfristigen Beamtenstellen erhielten. Dies galt allerdings nur für neu eingestellte Polizisten.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['1927 wurde Polizeibeamtengesetz Praxis beendet, Polizisten Regel zwölf Jahre Beamte Zeit eingestellt danach entlassen wurden, falls nicht wenigen langfristigen Beamtenstellen erhielten', ' Dies galt allerdings neu eingestellte Polizisten']"
"Das PrPVG erhielt auch Ermächtigungsgrundlagen für vorbeugende Polizeiverordnungen des Innenministers und der Fachminister im Benehmen mit dem Innenminister, der Oberpräsidenten, des Berliner Polizeipräsidenten, der Regierungspräsidenten, der Landräte und in Städten mit mehr als 5.000 Einwohnern auch der Ortspolizeibehörde . Im repressiven Bereich regelte das PrPVG den durch die StPO offenen gelassenen Bereich der Polizeistrafen bei Übertretungen. Das PrPVG enthielt auch einen organisationsrechtlichen Teil und Vorschriften über die örtliche und sachliche Zuständigkeit der einzelnen Polizeibehörden, Vorschriften über die Zwangsvollstreckung polizeilicher Verfügungen und Verordnungen und ein Polizeihaftungsrecht.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Das PrPVG erhielt Ermächtigungsgrundlagen vorbeugende Polizeiverordnungen Innenministers Fachminister Benehmen Innenminister, Oberpräsidenten, Berliner Polizeipräsidenten, Regierungspräsidenten, Landräte Städten mehr 5', '000 Einwohnern Ortspolizeibehörde ', ' Im repressiven Bereich regelte PrPVG StPO offenen gelassenen Bereich Polizeistrafen Übertretungen', ' Das PrPVG enthielt organisationsrechtlichen Teil Vorschriften örtliche sachliche Zuständigkeit einzelnen Polizeibehörden, Vorschriften Zwangsvollstreckung polizeilicher Verfügungen Verordnungen Polizeihaftungsrecht']"
"In den frühen 1930er Jahren wurden die Kräfte der Polizei zusehends durch die immer gewaltsamer werdenden politischen Auseinandersetzungen gebunden. Zudem war die Polizei von 1930 an von der strikten Sparpolitik von Reichskanzler Heinrich Brüning betroffen, die eine Kürzung von Besoldung und Pensionsansprüchen mit sich brachte.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['In frühen 1930er Jahren wurden Kräfte Polizei zusehends immer gewaltsamer werdenden politischen Auseinandersetzungen gebunden', ' Zudem Polizei 1930 strikten Sparpolitik Reichskanzler Heinrich Brüning betroffen, Kürzung Besoldung Pensionsansprüchen brachte']"
"In Thüringen erhielt die NSDAP durch Innenminister Wilhelm Frick von Januar 1930 bis April 1931 erstmals institutionellen Zugriff auf die Polizei. Frick nutzte seine Amtszeit, um Nationalsozialisten im Polizeidienst gezielt zu befördern und NS-Zellen in der Polizei des Landes zu bilden. Ähnliche Vorgänge folgten in Mecklenburg. Für den am 20. Juni 1932 ausgeführten Preußenschlag, also die Entmachtung der Landesregierung im größten deutschen Land durch die Reichsregierung, war die Kontrolle über die dortige Polizei ein wichtiges Ziel. Eine der ersten Aktionen in diesem Rahmen war die Entlassung der obersten Polizeiführung Preußens. Die Berliner und Brandenburgische Schutzpolizei wurde unmittelbar dem Reichswehrministerium unterstellt. Im Juli 1932 wurde die bis dahin verbotene Mitgliedschaft von Beamten in der NSDAP wieder erlaubt. Bis zum Herbst folgte die Entfernung von 22 der 24 sozialdemokratischen Polizeipräsidenten und -direktoren.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['In Thüringen erhielt NSDAP Innenminister Wilhelm Frick Januar 1930 April 1931 erstmals institutionellen Zugriff Polizei', ' Frick nutzte Amtszeit, Nationalsozialisten Polizeidienst gezielt befördern NS-Zellen Polizei Landes bilden', ' Ähnliche Vorgänge folgten Mecklenburg', ' Für 20', ' Juni 1932 ausgeführten Preußenschlag, Entmachtung Landesregierung größten deutschen Land Reichsregierung, Kontrolle dortige Polizei wichtiges Ziel', ' Eine ersten Aktionen Rahmen Entlassung obersten Polizeiführung Preußens', ' Die Berliner Brandenburgische Schutzpolizei wurde unmittelbar Reichswehrministerium unterstellt', ' Im Juli 1932 wurde dahin verbotene Mitgliedschaft Beamten NSDAP erlaubt', ' Bis Herbst folgte Entfernung 22 24 sozialdemokratischen Polizeipräsidenten -direktoren']"
"In der Weimarer Republik lagen die Aufgaben der politischen Polizei bei Abteilungen der Polizeipräsidien und der Landeskriminalpolizeiämter und unterstanden damit den Weisungen der Länderinnenminister und ihren nachgeordneten Dienststellen. Bereits während der Weimarer Republik hat sich die Abteilung IA des Berliner Polizeipräsidiums zu einer reichsweiten Zentrale für politische Angelegenheiten entwickelt. Nach der NS-Machtübernahme wurde im April 1933 in Preußen das Geheime Staatspolizeiamt für politische Sachen gegründet; im November 1933 wurden durch Gesetze die politischen Abteilungen aus den Polizeipräsidien herausgelöst und als eine Geheime Staatspolizei verselbständigt. Die Gestapo war nun nicht mehr Teil der allgemeinen und inneren Verwaltung, sondern ein selbständiger Exekutivzweig. Das hatte zur Folge, dass die Gestapo nicht mehr dem preußischen Innenminister und den Regierungspräsidenten, sondern dem Geheimen Staatspolizeiamt unterstellt wurde, das seinerseits nicht im Geschäftsbereich des preußischen Innenministeriums angesiedelt war, sondern Ministerpräsident Hermann Göring unmittelbar nachgeordnet wurde. An die Stelle des Polizeipräsidenten von Berlin und der Regierungspräsidenten traten die Gestapo-Leitstellen. Im Februar 1933 ließ Hermann Göring eine Hilfspolizei aufstellen. Dabei wurden rund 50.000 Hilfspolizisten vor allem aus Personal der SA, der SS und des Stahlhelm-Verbands eingestellt, was zur weiteren Durchdringung der Polizei mit Nationalsozialisten beitrug. Mit der Reichstagsbrandverordnung vom 28. Februar 1933 erhielt die Polizei mit der sogenannten Schutzhaft nahezu unbegrenzte Möglichkeiten zur Inhaftierung von Menschen.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['In Weimarer Republik lagen Aufgaben politischen Polizei Abteilungen Polizeipräsidien Landeskriminalpolizeiämter unterstanden Weisungen Länderinnenminister nachgeordneten Dienststellen', ' Bereits Weimarer Republik Abteilung IA Berliner Polizeipräsidiums reichsweiten Zentrale politische Angelegenheiten entwickelt', ' Nach NS-Machtübernahme wurde April 1933 Preußen Geheime Staatspolizeiamt politische Sachen gegründet; November 1933 wurden Gesetze politischen Abteilungen Polizeipräsidien herausgelöst Geheime Staatspolizei verselbständigt', ' Die Gestapo nicht mehr Teil allgemeinen inneren Verwaltung, selbständiger Exekutivzweig', ' Das Folge, Gestapo nicht mehr preußischen Innenminister Regierungspräsidenten, Geheimen Staatspolizeiamt unterstellt wurde, seinerseits nicht Geschäftsbereich preußischen Innenministeriums angesiedelt war, Ministerpräsident Hermann Göring unmittelbar nachgeordnet wurde', ' An Stelle Polizeipräsidenten Berlin Regierungspräsidenten traten Gestapo-Leitstellen', ' Im Februar 1933 ließ Hermann Göring Hilfspolizei aufstellen', ' Dabei wurden rund 50', '000 Hilfspolizisten Personal SA, SS Stahlhelm-Verbands eingestellt, weiteren Durchdringung Polizei Nationalsozialisten beitrug', ' Mit Reichstagsbrandverordnung 28', ' Februar 1933 erhielt Polizei sogenannten Schutzhaft nahezu unbegrenzte Möglichkeiten Inhaftierung Menschen']"
"Eine von Preußen ausgehende Zentralisierung und Gleichschaltung der Polizei wurde formal erst am 17. Juni 1936 durch Führererlass vorgenommen. Zuvor gelang es Heinrich Himmler, der ab dem 9. März 1933 Polizeipräsident von München und ab April Referent und Kommandeur der Bayerischen Politischen Polizei wurde, zusammen mit Reinhard Heydrich, dem Chef des politischen Referats des Münchner Polizeipräsidiums, in den meisten deutschen Ländern die Politische Polizei in Personalunion zu übernehmen. Am 20. April 1934 wurde Himmler Vizechef der Gestapo in Preußen. Am 17. Juni 1936 wurde durch Führererlass die Polizei verreichlicht und Himmler Chef der Deutschen Polizei im Reichsministerium des Inneren. Dadurch erhielt Himmler gegen den Widerstand Hermann Görings auch Leitungsbefugnis über die Geheime Staatspolizei. Als Chef der Deutschen Polizei war Himmler Staatssekretär im Reichsinnenministerium und nunmehr Reichsinnenminister Wilhelm Frick formal unterstellt.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Eine Preußen ausgehende Zentralisierung Gleichschaltung Polizei wurde formal erst 17', ' Juni 1936 Führererlass vorgenommen', ' Zuvor gelang Heinrich Himmler, ab 9', ' März 1933 Polizeipräsident München ab April Referent Kommandeur Bayerischen Politischen Polizei wurde, zusammen Reinhard Heydrich , Chef politischen Referats Münchner Polizeipräsidiums, meisten deutschen Ländern Politische Polizei Personalunion übernehmen', ' Am 20', ' April 1934 wurde Himmler Vizechef Gestapo Preußen', ' Am 17', ' Juni 1936 wurde Führererlass Polizei verreichlicht Himmler Chef Deutschen Polizei Reichsministerium Inneren', ' Dadurch erhielt Himmler Widerstand Hermann Görings Leitungsbefugnis Geheime Staatspolizei', ' Als Chef Deutschen Polizei Himmler Staatssekretär Reichsinnenministerium nunmehr Reichsinnenminister Wilhelm Frick formal unterstellt']"
"Alsbald nach der Ernennung Himmlers zum Chef der Deutschen Polizei wurde die Polizei in die Ordnungspolizei unter dem Kommando von Polizeigeneral Kurt Daluege überführt, die für die Wahrung der öffentliche Sicherheit und Ordnung zuständig war, sowie in die Sicherheitspolizei unter Reinhard Heydrich, die zur Erforschung strafbarer Handlungen berufen war . Die Orpo gliederte sich ihrerseits in die Schutzpolizei , die Gemeindepolizei und die Gendarmerie; die SiPo bestand aus der nun reichsweit agierenden Geheimen Staatspolizei, der Kriminalpolizei und dem Preußischen Kriminalpolizeiamt, das ab Juli 1937 zum Reichskriminalpolizeiamt aufstieg. Der OrPo wurden später auch die Feuerwehr als Feuerlösch- bzw. Feuerschutzpolizei und die bereits seit den 1920er Jahren bestehende Technische Nothilfe zugeordnet. Die Struktur innerhalb der Ordnungspolizei wurde immer weitläufiger. Die Struktur der Geheimen Staatspolizei mit Stapo-Leitstellen und nachgeordneten Stapo-Stellen wurde bald nach der Eingliederung in die Sipo auch auf die Kriminalpolizei übertragen.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Alsbald Ernennung Himmlers Chef Deutschen Polizei wurde Polizei Ordnungspolizei Kommando Polizeigeneral Kurt Daluege überführt, Wahrung öffentliche Sicherheit Ordnung zuständig war, sowie Sicherheitspolizei Reinhard Heydrich, Erforschung strafbarer Handlungen berufen ', ' Die Orpo gliederte ihrerseits Schutzpolizei , Gemeindepolizei Gendarmerie; SiPo bestand reichsweit agierenden Geheimen Staatspolizei, Kriminalpolizei Preußischen Kriminalpolizeiamt, ab Juli 1937 Reichskriminalpolizeiamt aufstieg', ' Der OrPo wurden später Feuerwehr Feuerlösch- bzw', ' Feuerschutzpolizei bereits seit 1920er Jahren bestehende Technische Nothilfe zugeordnet', ' Die Struktur innerhalb Ordnungspolizei wurde immer weitläufiger', ' Die Struktur Geheimen Staatspolizei Stapo-Leitstellen nachgeordneten Stapo-Stellen wurde bald Eingliederung Sipo Kriminalpolizei übertragen']"
"Nach dem Prozess der „Verreichlichung“ setzten eine Entstaatlichung der Polizei durch ihre Verklammerung mit der NSDAP-Organisation Schutzstaffel ein, die zu einer Umformung der Polizei in ein Werkzeug der Führergewalt unter gleichzeitigem Wegfall rechtlicher Bindungen führte. Die Verschmelzung von staatlichen Ämtern und Parteistellen lag bei der Polizei auf der Hand, da Himmler in Personalunion Reichsführer SS war und auch Heydrich einen hohen SS-Rang bekleidete. Im September 1939 wurde das Reichssicherheitshauptamt errichtet, das zu einer verwaltungsmäßigen Verbindung des Hauptamtes OrPo, des Hauptamtes SiPo und des Sicherheitsdienstes des Reichsführers SS unter einer Hand führte. Das RSHA war dem Chef der Deutschen Polizei im RMI nachgeordnet und wurde von Heydrich geleitet. Himmlers Plan, die Sicherheitsorgane der Partei und des Staates unter einem Dach zu vereinigen, wurde ab 1939 nur halbherzig mit der Gründung des Reichssicherheitshauptamtes entsprochen. Die SS war weiterhin eigenständig; lediglich der SD ging im RSHA auf. Neben diesem war unter Führung Heydrichs auch die Kripo und die Gestapo im Amt zu finden, wobei die Kripo von Arthur Nebe und die Gestapo von Heinrich Müller geleitet wurde. 1941 suchte man per Aufruf-Plakat Freiwillige sowohl für die Waffen-SS als auch für die Deutsche Polizei. Eigenständige Organisationen, aber mit gemeinschaftlicher, engverbundener Hand-in-Hand-Arbeit.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Nach Prozess „Verreichlichung“ setzten Entstaatlichung Polizei Verklammerung NSDAP-Organisation Schutzstaffel ein, Umformung Polizei Werkzeug Führergewalt gleichzeitigem Wegfall rechtlicher Bindungen führte', ' Die Verschmelzung staatlichen Ämtern Parteistellen lag Polizei Hand, Himmler Personalunion Reichsführer SS Heydrich hohen SS-Rang bekleidete', ' Im September 1939 wurde Reichssicherheitshauptamt errichtet, verwaltungsmäßigen Verbindung Hauptamtes OrPo, Hauptamtes SiPo Sicherheitsdienstes Reichsführers SS Hand führte', ' Das RSHA Chef Deutschen Polizei RMI nachgeordnet wurde Heydrich geleitet', ' Himmlers Plan, Sicherheitsorgane Partei Staates Dach vereinigen, wurde ab 1939 halbherzig Gründung Reichssicherheitshauptamtes entsprochen', ' Die SS weiterhin eigenständig; lediglich SD ging RSHA auf', ' Neben Führung Heydrichs Kripo Gestapo Amt finden, wobei Kripo Arthur Nebe Gestapo Heinrich Müller geleitet wurde', ' 1941 suchte per Aufruf-Plakat Freiwillige sowohl Waffen-SS Deutsche Polizei', ' Eigenständige Organisationen, gemeinschaftlicher, engverbundener Hand-in-Hand-Arbeit']"
"Die Gestapo beanspruchte innerhalb des RSHA die Führungsrolle, die Beamten der Gestapo waren bei denen der Kripo nicht besonders hoch angesehen, da die meisten Gestapo-Beamten nicht aus fachlichen Gründen ausgewählt wurden, sondern wegen ihrer Rolle als „alte Kämpfer“. Jedoch gab es innerhalb der Gestapo auch viele Beamte, die aus politischen Polizeibehörden der Länder übernommen wurden.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Die Gestapo beanspruchte innerhalb RSHA Führungsrolle, Beamten Gestapo denen Kripo nicht besonders hoch angesehen, meisten Gestapo-Beamten nicht fachlichen Gründen ausgewählt wurden, wegen Rolle „alte Kämpfer“', ' Jedoch gab innerhalb Gestapo viele Beamte, politischen Polizeibehörden Länder übernommen wurden']"
"Für ein zukünftiges deutsches Kolonialreich begannen um 1937 Planungen für eine Kolonialpolizei. 1941 wurde die Kolonialpolizeischule Oranienburg eingerichtet, an der nachweislich zwei Lehrgänge durchgeführt wurde. Eine weitere Schule befand sich in Wien. Das Projekt wurde aufgrund der Kriegslage 1943 aufgegeben.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Für zukünftiges deutsches Kolonialreich begannen 1937 Planungen Kolonialpolizei', ' 1941 wurde Kolonialpolizeischule Oranienburg eingerichtet, nachweislich zwei Lehrgänge durchgeführt wurde', ' Eine weitere Schule befand Wien', ' Das Projekt wurde aufgrund Kriegslage 1943 aufgegeben']"
"Nach Kriegsende formierte sich in Deutschland nur langsam wieder eine geordnete Verwaltung. Dies ging von Ort zu Ort höchst unterschiedlich voran. Daheimgebliebene überzeugte Parteigenossen räumten in der Regel ebenso still und leise ihre Büros, wie Kriegsheimkehrer ihre ehemaligen Wachstuben wieder übernahmen und in ihren umgefärbten Uniformen der Wehrmacht oder in zivil mit selbstgebastelten Armbinden oder Polizeiabzeichen einen Dienstbetrieb aufnahmen.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Nach Kriegsende formierte Deutschland langsam geordnete Verwaltung', ' Dies ging Ort Ort höchst unterschiedlich voran', ' Daheimgebliebene überzeugte Parteigenossen räumten Regel ebenso still leise Büros, Kriegsheimkehrer ehemaligen Wachstuben übernahmen umgefärbten Uniformen Wehrmacht zivil selbstgebastelten Armbinden Polizeiabzeichen Dienstbetrieb aufnahmen']"
"Die Entwicklung der Polizei bis zur Gründung der Bundesrepublik Deutschland sowie der Deutschen Demokratischen Republik lief sehr unterschiedlich ab. Die Weichenstellungen, die die Besatzungsmächte in dieser Zeit machten, beeinflusst die Polizeiorganisation in den einzelnen Ländern teilweise noch heute.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Die Entwicklung Polizei Gründung Bundesrepublik Deutschland sowie Deutschen Demokratischen Republik lief unterschiedlich ab', ' Die Weichenstellungen, Besatzungsmächte Zeit machten, beeinflusst Polizeiorganisation einzelnen Ländern teilweise heute']"
"Unmittelbar nach Einnahme der Gebiete durch die US-Streitkräfte übernahmen die US-Militärpolizeien die Polizeiaufgaben, wobei es hier ebenfalls sehr vielfältige Varianten gab. Jede amerikanische Teilstreitkraft besaß eine eigene Militärpolizei mit Kriminalpolizei. Zusätzlich wurde speziell für den Dienst in der Besatzungszone die United States Constabulary aufgestellt, die von 1946 bis 1952 bestand.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Unmittelbar Einnahme Gebiete US-Streitkräfte übernahmen US-Militärpolizeien Polizeiaufgaben, wobei ebenfalls vielfältige Varianten gab', ' Jede amerikanische Teilstreitkraft besaß eigene Militärpolizei Kriminalpolizei', ' Zusätzlich wurde speziell Dienst Besatzungszone United States Constabulary aufgestellt, 1946 1952 bestand']"
"Auch in der britischen Besatzungszone übernahm zuerst die Militärpolizei die Polizeiaufgaben. Schon Mitte 1945 wurde die Polizei durch die Einstellung von schnellausgebildeten deutschen Polizisten reorganisiert. Der Polizeiaufbau erfolgte nach britischem Vorbild mit weitgehend dezentralisierter Struktur. Es entstanden Stadt- und Regionspolizeien, die von Polizeiausschüssen unter kommunaler Hoheit kontrolliert wurden. Gründe für diese uneinheitliche Struktur waren insbesondere alliierte Bedenken gegen eine zu große Machtfülle der Polizei und Befürchtungen vor einem militärischen Charakter.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Auch britischen Besatzungszone übernahm zuerst Militärpolizei Polizeiaufgaben', ' Schon Mitte 1945 wurde Polizei Einstellung schnellausgebildeten deutschen Polizisten reorganisiert', ' Der Polizeiaufbau erfolgte britischem Vorbild weitgehend dezentralisierter Struktur', ' Es entstanden Stadt- Regionspolizeien, Polizeiausschüssen kommunaler Hoheit kontrolliert wurden', ' Gründe uneinheitliche Struktur insbesondere alliierte Bedenken große Machtfülle Polizei Befürchtungen militärischen Charakter']"
"In Niedersachsen wurde die durch Besatzungsrecht vorgegebene Struktur auch nach 1947 beibehalten, als die britische Militärregierung die Polizei gemäß dem Übergangsgesetz vom 23. April 1947 an deutsche Stellen übergab. Erst das Polizeigesetz Niedersächsisches Gesetz über die öffentliche Sicherheit und Ordnung vom 1. April 1951 schuf eine einheitliche niedersächsische Polizei.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['In Niedersachsen wurde Besatzungsrecht vorgegebene Struktur 1947 beibehalten, britische Militärregierung Polizei gemäß Übergangsgesetz 23', ' April 1947 deutsche Stellen übergab', ' Erst Polizeigesetz Niedersächsisches Gesetz öffentliche Sicherheit Ordnung 1', ' April 1951 schuf einheitliche niedersächsische Polizei']"
In der französischen Besatzungszone übernahm zuerst nur die Militärpolizei die Polizeiaufgaben. Nach der Entnazifizierung wurde auch in der französischen Zone der Aufbau von kommunalen Polizeien begonnen. Französische Gendarmen waren außerdem mit den Polizeidiensten in den besetzten Gebieten betraut.,https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['In französischen Besatzungszone übernahm zuerst Militärpolizei Polizeiaufgaben', ' Nach Entnazifizierung wurde französischen Zone Aufbau kommunalen Polizeien begonnen', ' Französische Gendarmen außerdem Polizeidiensten besetzten Gebieten betraut']"
Auch in den durch die Sowjetarmee besetzten und den später von den Westalliierten an die sowjetische Besatzungszone gemäß den Vereinbarungen von Jalta übergebenen Gebiete wurden Polizeiaufgaben von der sowjetischen Militärpolizei übernommen. Diese hatte noch bis zum 2. Oktober 1990 volle Polizeibefugnisse in der DDR.,https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Auch Sowjetarmee besetzten später Westalliierten sowjetische Besatzungszone gemäß Vereinbarungen Jalta übergebenen Gebiete wurden Polizeiaufgaben sowjetischen Militärpolizei übernommen', ' Diese 2', ' Oktober 1990 volle Polizeibefugnisse DDR']"
Die deutsche Polizei wurde in der sowjetischen Besatzungszone nach der Entnazifizierung und der notwendigen politischen Schulung der Beamten sehr zentralistisch ausgerichtet organisiert.,https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,['Die deutsche Polizei wurde sowjetischen Besatzungszone Entnazifizierung notwendigen politischen Schulung Beamten zentralistisch ausgerichtet organisiert']
In der Deutschen Demokratischen Republik war die Polizei sehr straff militärisch organisiert.,https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,['In Deutschen Demokratischen Republik Polizei straff militärisch organisiert']
Die Volkspolizei unterstand dem Innenministerium der DDR. Die Grenztruppen waren hingegen dem Verteidigungsministerium der DDR unterstellt und besaßen die alleinige Polizeigewalt im mehrere Kilometer breiten Grenzbereich. An der Schranke aus dem Inneren der DDR kommend zur Einfahrt in diesen Grenzbereich endete das Zuständigkeits- und Befugnisgebiet der Volkspolizei und begann das der Grenztruppen und der Grenzpolizei.,https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Die Volkspolizei unterstand Innenministerium DDR', ' Die Grenztruppen hingegen Verteidigungsministerium DDR unterstellt besaßen alleinige Polizeigewalt mehrere Kilometer breiten Grenzbereich', ' An Schranke Inneren DDR kommend Einfahrt Grenzbereich endete Zuständigkeits- Befugnisgebiet Volkspolizei begann Grenztruppen Grenzpolizei']"
"Die Volkspolizei wurde mit Ablauf des 2. Oktober 1990 aufgelöst und zur Neuordnung des Polizeiwesens in den neuen fünf Ländern als jeweilige Landespolizei übernommen. Die Grenztruppen und die Grenzpolizei hörten auf zu existieren, das Personal wurde teilweise vom Bundesgrenzschutz übernommen.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Die Volkspolizei wurde Ablauf 2', ' Oktober 1990 aufgelöst Neuordnung Polizeiwesens neuen fünf Ländern jeweilige Landespolizei übernommen', ' Die Grenztruppen Grenzpolizei hörten existieren, Personal wurde teilweise Bundesgrenzschutz übernommen']"
"Als die Bundesrepublik Deutschland am 23. Mai 1949 gegründet wurde, war der Aufbau der Landespolizeien weitgehend abgeschlossen. Dem Bund waren anfangs nur wenige spezialpolizeiliche Befugnisse zugestanden worden, im Wesentlichen solche des Grenzschutzes und die einer kriminalpolizeilichen Nachrichtensammelstelle. Das Grundgesetz bestätigte die Polizeihoheit der Länder, die schon von den Westalliierten angeordnet worden war. Infolgedessen waren nur Bundesgrenzschutz, seit 2005 Bundespolizei, und Bundeskriminalamt Polizeien des Bundes. In die Bundeskompetenz fielen außerdem die Hausinspektion der Verwaltung des Deutschen Bundestages, seit 1994 Polizei beim Deutschen Bundestag, und der Inspekteur der Bereitschaftspolizeien der Länder, nachdem die Bereitschaftspolizei durch ein Verwaltungsabkommen ins Leben gerufen worden waren. Weitere Sonderpolizeien waren Bahnpolizei und der Betriebssicherungsdienst der Deutschen Bundespost, die in der Bundespolizei aufgingen.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Als Bundesrepublik Deutschland 23', ' Mai 1949 gegründet wurde, Aufbau Landespolizeien weitgehend abgeschlossen', ' Dem Bund anfangs wenige spezialpolizeiliche Befugnisse zugestanden worden, Wesentlichen Grenzschutzes kriminalpolizeilichen Nachrichtensammelstelle', ' Das Grundgesetz bestätigte Polizeihoheit Länder, schon Westalliierten angeordnet worden war', ' Infolgedessen Bundesgrenzschutz, seit 2005 Bundespolizei, Bundeskriminalamt Polizeien Bundes', ' In Bundeskompetenz fielen außerdem Hausinspektion Verwaltung Deutschen Bundestages, seit 1994 Polizei beim Deutschen Bundestag, Inspekteur Bereitschaftspolizeien Länder, nachdem Bereitschaftspolizei Verwaltungsabkommen Leben gerufen worden waren', ' Weitere Sonderpolizeien Bahnpolizei Betriebssicherungsdienst Deutschen Bundespost, Bundespolizei aufgingen']"
"Seit den 1980er Jahren ist in der Bundesrepublik Deutschland auch Frauen der Zugang zum uniformierten Polizeidienst erlaubt, wobei die Öffnung dieses Berufes nicht bundesweit gleichzeitig geregelt wurde, sondern in den Ländern zeitlich unterschiedlich erfolgte. Bayern war hierbei das letzte Land .",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Seit 1980er Jahren Bundesrepublik Deutschland Frauen Zugang uniformierten Polizeidienst erlaubt, wobei Öffnung Berufes nicht bundesweit gleichzeitig geregelt wurde, Ländern zeitlich unterschiedlich erfolgte', ' Bayern hierbei letzte Land ']"
"Seit 1994 nehmen Polizeibeamte der Länder an internationalen Einsätzen teil . Einsätze vor dieser Zeit waren Aufgaben wie die der Identifizierung von im Ausland bei Naturkatastrophen oder Flugzeugabstürzen umgekommenen Personen oder der Fahndung nach Personen, die sich ins Ausland abgesetzt hatten.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Seit 1994 nehmen Polizeibeamte Länder internationalen Einsätzen teil ', ' Einsätze Zeit Aufgaben Identifizierung Ausland Naturkatastrophen Flugzeugabstürzen umgekommenen Personen Fahndung Personen, Ausland abgesetzt hatten']"
"Auftrag ist die Gewährleistung der öffentlichen Sicherheit und Ordnung. Als Strafverfolgungsbehörde geht sie gegen ordnungswidrige und strafbare Handlungen vor, ermittelt Täter und analysiert Tatmuster. Eine weitere Aufgabe ist die Gefahrenabwehr im Bereich der inneren Sicherheit, das heißt, die Verhütung oder Unterbindung von rechtswidrigen Handlungen jeder Art. Im Rahmen der Verkehrsüberwachung regelt sie Verkehrsströme und hat eine tragende Rolle in der Notfallhilfe . Ferner sorgt die Polizei in enger Kooperation mit Behörden für die Verbrechensprävention, um bereits im Vorfeld mögliche Straftaten zu erkennen und zu verhindern.",https://de.wikipedia.org/wiki/Deutschland#Wissenschaft,"['Auftrag Gewährleistung öffentlichen Sicherheit Ordnung', ' Als Strafverfolgungsbehörde geht ordnungswidrige strafbare Handlungen vor, ermittelt Täter analysiert Tatmuster', ' Eine weitere Aufgabe Gefahrenabwehr Bereich inneren Sicherheit, heißt, Verhütung Unterbindung rechtswidrigen Handlungen Art', ' Im Rahmen Verkehrsüberwachung regelt Verkehrsströme tragende Rolle Notfallhilfe ', ' Ferner sorgt Polizei enger Kooperation Behörden Verbrechensprävention, bereits Vorfeld mögliche Straftaten erkennen verhindern']"
